INC209R_IDENTIFIER,INC_IDENTIFIER,REPORT_FROM_DATE,REPORT_TO_DATE,CURR_INCIDENT_AREA,PCT_CONTAINED_COMPLETED,SIGNIF_EVENTS_SUMMARY,HAZARDS_MATLS_INVOLVMENT_NARR,DAMAGE_ASSESSMENT_INFO,LIFE_SAFETY_HEALTH_STATUS_NARR,WEATHER_CONCERNS_NARR,PROJECTED_ACTIVITY_12,PROJECTED_ACTIVITY_24,PROJECTED_ACTIVITY_48,PROJECTED_ACTIVITY_72,PROJECTED_ACTIVITY_GT72,CURRENT_THREAT_12,CURRENT_THREAT_24,CURRENT_THREAT_48,CURRENT_THREAT_72,CURRENT_THREAT_GT72,CRIT_RES_NEEDS_12,CRIT_RES_NEEDS_24,CRIT_RES_NEEDS_48,CRIT_RES_NEEDS_72,CRIT_RES_NEEDS_GT72,STRATEGIC_DISCUSSION,PLANNED_ACTIONS,EST_IM_COST_TO_DATE,COMPLEXITY_LEVEL_DESCRIPTION,FUEL_MODEL_DESCRIPTION,COMMERCIAL_DAMAGED,COMMERCIAL_DESTROYED,COMMERCIAL_THREATENED_72,MFR_DAMAGED,MFR_DESTROYED,MFR_THREATENED_72,MIXED_USE_DAMAGED,MIXED_USE_DESTROYED,MIXED_USE_THREATENED_72,OUTBUILDINGS_DAMAGED,OUTBUILDINGS_DESTROYED,OUTBUILDINGS_THREATENED_72,SFR_DAMAGED,SFR_DESTROYED,SFR_THREATENED_72,AIR_ATTACK_PERSONNEL,AIR_ATTACK_QUANTITY,CAMP_CREW_PERSONNEL,CAMP_CREW_QUANTITY,CREW_TYPE_1_PERSONNEL,CREW_TYPE_1_QUANTITY,CREW_TYPE_2IA_PERSONNEL,CREW_TYPE_2IA_QUANTITY,CREW_TYPE_2_PERSONNEL,CREW_TYPE_2_QUANTITY,DOZER_PERSONNEL,DOZER_QUANTITY,ENGINE_TYPE_1_PERSONNEL,ENGINE_TYPE_1_QUANTITY,ENGINE_TYPE_2_PERSONNEL,ENGINE_TYPE_2_QUANTITY,ENGINE_TYPE_3_PERSONNEL,ENGINE_TYPE_3_QUANTITY,ENGINE_TYPE_4_PERSONNEL,ENGINE_TYPE_4_QUANTITY,ENGINE_TYPE_5_PERSONNEL,ENGINE_TYPE_5_QUANTITY,ENGINE_TYPE_6_PERSONNEL,ENGINE_TYPE_6_QUANTITY,ENGINE_TYPE_7_PERSONNEL,ENGINE_TYPE_7_QUANTITY,FIXED_WING_AIR_TACTICAL_PERSONNEL,FIXED_WING_AIR_TACTICAL_QUANTITY,HELICOPTER_TYPE_1_PERSONNEL,HELICOPTER_TYPE_1_QUANTITY,HELICOPTER_TYPE_2_PERSONNEL,HELICOPTER_TYPE_2_QUANTITY,HELICOPTER_TYPE_3_PERSONNEL,HELICOPTER_TYPE_3_QUANTITY,MASTICATOR_PERSONNEL,MASTICATOR_QUANTITY,MOBILE_COMMUNICATIONS_CENTER_PERSONNEL,MOBILE_COMMUNICATIONS_CENTER_QUANTITY,MOBILE_KITCHEN_UNIT_PERSONNEL,MOBILE_KITCHEN_UNIT_QUANTITY,OVERHEAD_PERSONNEL,OVERHEAD_QUANTITY,SKIDGINE_PERSONNEL,SKIDGINE_QUANTITY,SUPPORT_WATER_TENDER_PERSONNEL,SUPPORT_WATER_TENDER_QUANTITY,TACTICAL_WATER_TENDER_PERSONNEL,TACTICAL_WATER_TENDER_QUANTITY,TRACTOR_PLOW_TYPE_1_PERSONNEL,TRACTOR_PLOW_TYPE_1_QUANTITY,PUBLIC_EVACUATED_THIS_REP_PERIOD,PUBLIC_EVACUATED_TO_DATE,PUBLIC_SHELTER_IN_PLACE_THIS_REP_PERIOD,PUBLIC_SHELTER_IN_PLACE_TO_DATE,RESPONDER_EVACUATED_THIS_REP_PERIOD,RESPONDER_EVACUATED_TO_DATE,RESPONDER_FATALATIES_THIS_REP_PERIOD,RESPONDER_FATALATIES_TO_DATE,RESPONDER_INJURED_OR_ILL_THIS_REP_PERIOD,RESPONDER_INJURED_OR_ILL_TO_DATE,RESPONDER_SHELTER_IN_PLACE_THIS_REP_PERIOD,RESPONDER_SHELTER_IN_PLACE_TO_DATE,AREA_RESTRICTION_IN_EFFECT,EVACUATION_IN_PROGRESS,NO_LIKELY_THREAT,PLANNING_FOR_EVACUATION,PLANNING_FOR_SHELTER_IN_PLACE,POTENTIAL_FUTURE_THREAT,REPOPULATION_IN_PROGRESS,SHELTER_IN_PLACE_IN_PROGRESS,FULL_SUPPRESSION
4336438,4327598,2016-08-29 20:00:00,2016-08-30 08:00:00,93245,60,"Fire burning actively in several locations during the burn period today, with wind and terrain alignments encouraging spread through shrub and into heavier forest on north slopes. 

Public meeting was held at the Big Sur
Station at 1800. 
 
Branch I, II, ","Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber. Some areas of the fire have fuels that are 70-90 years old. ",,"Evacuation orders remain in effect for Coast Ridge Road from 1.5 miles above the Ventana Inn to the end of Coast Ridge Road at Marble Peak, and roads that leave from Coast Ridge Road.

Evacuation warnings remain in effect for a small section of Monterey C","Marine layer rose to around 2000 feet overnight with warm and dry conditions continuing above, and clear skies.   Windy with poor humidity recovery. Gusty north winds are expected to continue along Branch VIII above Big Sur, adverse to the containment lin","With winds continuing through the night and fuels remaining dry above the marine layer, anticipate continued spread in Branch VIII in the vicinity of the South Fork of the Big Sur River.",Potential for NE winds to turn fire spread more toward indirect control lines in Division VII and VIII. Concern for recent spread and wind/slope alignments in Carmel River drainage pose risk for further spread on west aspects up the Bruce Fork toward Mill,,"Fire activity continues to move south, being mostly terrain and fuel driven except at the tops of ridges where prevailing wind will have more influence.",,,,,,,"3 T1HC, 3 REMs",3 T1HC,,,,,,168415121,Type 1 Incident,Chaparral (6 feet),0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,400.0,1.5,1.0,89.0,8.0,43.666666666666664,2.3333333333333335,29.5,1.5,35.8,1.8,7.0,6.0,4.0,1.0,,,38.0,9.0,,,,,22.5,7.5,,,,,2.0,1.5,21.0,3.5,6.0,3.0,4.5,4.0,,,,,33.333333333333336,0.0,4.0,2.0,12.5,12.0,3.5,2.0,,,10.0,0.0,,,,,0.0,1.0,0.0,4.0,,,,,,Y,,Y,,,100.0
4337070,4327598,2016-10-08 20:00:00,2016-10-09 20:00:00,132127,99,Minimal fire growth occurred today within previously inactive portions of the fire. Interior heavy fuels and unburnt islands continued to consume.,Mixed fuel models include brush on the slopes with above an average grass crop on ridge lines with scattered pockets of timber.  ,,"ALL EVACUATION ORDERS HAVE BEEN LIFTED FOR THE FIRE AS OF 1800 TODAY.

The Monterey Ranger District remains closed.

HEALTH CONCERN:
Air quality was generally good across the area yesterday. ","Conditions at 1500 Sun:  Sunny.  Max Temperatures 90-93 valleys, 72-77 ridges.  Min RH 5-10% in valleys and 10-20% over ridges.  Upper slopes and ridges had winds ranging SE to SW 12-18 gusting to 18-23 mph in the afternoon.  Afternoon up-canyon winds 7-1",A cooling and moistening weather pattern trend will continue to support low to moderate fire behavior potential. Unburnt fuels will continue to consume where available.,Fire behavior is expected to moderate as containment continues to be successful and interior fuels burn down.,Fire behavior is expected to moderate as containment continues to be successful and interior fuels burn down.,No significant fire growth is expected.,No significant fire growth is expected. ,,,,,,Timing out resources will need to be replaced and maintained to support incident needs and objectives. ,Timing out resources will need to be replaced and maintained to support incident needs and objectives. ,,,,,,,Type 2 Incident,Chaparral (6 feet),,,,,,,,,,,,,,,,1.0,1.0,69.0,5.0,60.0,3.0,40.5,2.0,42.0,2.0,11.0,6.0,4.0,1.0,3.0,1.0,37.0,7.0,,,,,4.666666666666667,1.3333333333333333,,,,,20.0,2.0,31.0,2.5,8.0,1.0,,,,,,,24.8,0.0,1.0,1.0,29.0,28.0,4.0,2.0,2.0,1.0,,,,,,,0.0,1.0,0.0,11.0,,,,,,,,,,,100.0
4337665,4327598,2016-09-29 20:00:00,2016-09-30 08:00:00,132069,92,Standing vegetation and dead down material continue to creep and smolder due drought stricken conditions. Fire areas that previously appear dormant for days or even weeks continue to become active with solar heating and wind.,Mixed fuel models include brush on the slopes with above an average grass crop on ridge lines with scattered pockets of timber.  ,,"EVACUATION ORDERS REMAIN IN EFFECT FOR:
Tassajara Rd from Chews Ridge south to the end of the road at Tassajara Hot Springs.

HEALTH CONCERN:

Air Quality Today: 
More southwest winds are expected as a front approaches, which will continue similar impacts","Conditions 1500 Today: 
Temperatures near active fire area: 78 (Chews Ridge) - 90 (Tassajara) degrees. 

Relative Humidity near active fire area: 14-21%

Winds near active fire area: 

Valleys: Upvalley/upslope 5-8  mph gusts to 15 mph. 
Mid/Upper Slopes:","Similar to last shift, expect to get smokes from isolated heat within the fire perimeter. Surface fuels remain extremely dry due to drought conditions. Areas that appeared to be dormant for several weeks, are now starting to show themselves. The potential",Fire activity and spread has the potential be influenced by the predicted weather events due to high wind.,Fire activity and spread has the potential be influenced by the predicted weather events due to high wind. ,, ,,,,,,,All critical needs have been met at this time., ,  ,  ,,,236500000,Type 2 Incident,Chaparral (6 feet),0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,400.0,1.0,1.0,83.0,6.0,74.33333333333333,3.6666666666666665,72.66666666666667,3.6666666666666665,45.0,2.0,9.0,5.0,4.0,1.0,3.0,1.0,25.333333333333332,5.333333333333333,5.5,1.0,,,6.8,2.6,,,,,5.0,5.0,9.0,3.0,6.0,2.0,5.0,4.0,,,,,33.72727272727273,0.0,3.0,2.0,30.0,29.0,3.0,1.6666666666666667,2.0,1.0,22.0,0.0,30.0,0.0,,,0.0,1.0,0.0,9.0,,,,Y,,,,Y,,Y,100.0
4335582,4327598,2016-09-09 08:00:00,2016-09-09 20:00:00,103242,60,"Fire remains active in the Zigzag Creek, North Fork of the Big Sur, and Cienega Creek. 

Prepared for the potential impacts associated with the Best Buddies Challenge Bike Ride (~2,000 riders) taking place along the Carmel Valley Road and Highway 1 on Sat","Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber.  ",,"Evacuation orders remain in effect for Coast Ridge Road from 1.5 miles above the Ventana Inn to the end of Coast Ridge Road at Marble Peak, and roads that leave from Coast Ridge Road.
Evacuation warnings remain in effect for the Big-Sur South Coast Center",High pressure over the region provided another day of dry conditions with mainly terrain driven winds.  On-shore low level winds developed for a brief time this afternoon along the coastal ridge with speeds of 8-12 mph.  Temperatures today were near the s,Look for fire activity in Pick Creek to increase within black lines early in the period.  Spread down Lost Valley Creek possible with down-canyon winds tonight.  ,"Forecast instability, without significant winds, has the most potential to enhance fire behavior on slopes when smoke lifts.  North Fork of the Big Sur has considerable potential with southwest slopes and active fire below. ",Spread up and down the Lost Valley Creek and into Higgins creek possible. North Fork of the Big Sur will remain active. Fire in Pick Creek and potentially Higgins Creek from burnout operations could produce significant spread.  ,,,,,,,Multiple values are at risk to the south and east. ,,,,,,,,188008920,Type 1 Incident,Chaparral (6 feet),0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,400.0,1.5,1.0,136.0,11.0,55.0,2.75,29.75,1.5,17.0,1.0,5.0,4.0,4.0,1.0,,,25.333333333333332,5.166666666666667,,,,,17.666666666666668,5.333333333333333,,,,,4.0,3.5,20.5,3.0,7.0,2.0,2.0,2.0,,,,,32.84615384615385,0.0,4.0,2.0,22.5,21.5,3.3333333333333335,1.6666666666666667,,,10.0,0.0,,,,,0.0,1.0,0.0,6.0,,,,,,Y,,Y,,,100.0
4336010,4327598,2016-09-06 08:00:00,2016-09-06 20:00:00,100979,60,"Continued evacuation planning south and east of the Big Sur - South Coast Center (Zone 12F).

Senator Bill Monning visited Toro ICP; Alaska IMT Deputy IC provided a briefing of the overall strategy for management of the fire. The BAER team conducted a clo","Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber.  ",,"Evacuation orders remain in effect for Coast Ridge Road from 1.5 miles above the Ventana Inn to the end of Coast Ridge Road at Marble Peak, and roads that leave from Coast Ridge Road.

Evacuation warnings remain in effect for the Big-Sur South Coast Cente","High pressure over the incident area resulted in another day of warming and drying.  Temperatures were up 6 to 10 degrees compared to Monday, inland valleys reaching the mid 90s. Temperatures near the immediate coast were up almost 15 degrees with highs i","Anticipate spread upslope between the Coast Ridge and Pick Creek in Division N, toward the control line in the vicinity of Indian Valley, and across south facing slopes above the Higgins Creek overnight.  Upslope spread above Zigzag creek should diminish ",Very light general winds will allow terrain winds to push active fires upslope and up-drainage on Wednesday.  Look for spread to be primarily flanking and backing spread in most of the areas where active perimeter is found in Zigzag Creek and Willow creek,,Similar winds suggest the same areas of concern as winds continue to push toward Coast Ridge and indirect control lines in Branches VII and VIII. ,,,,,,,,,,,,,,,Type 1 Incident,Chaparral (6 feet),,,,,,,,,,,,,,,,1.5,1.0,110.0,9.0,91.5,4.5,32.666666666666664,1.6666666666666667,20.0,1.0,5.0,4.0,4.0,1.0,,,78.0,18.0,,,,,23.25,7.75,,,,,3.5,3.0,21.0,3.5,6.0,2.0,2.0,2.0,,,,,31.53846153846154,0.0,4.0,2.0,18.5,17.5,3.3333333333333335,1.6666666666666667,,,10.0,0.0,,,,,0.0,1.0,0.0,6.0,,,,,,Y,,Y,,,100.0
4337113,4327598,2016-10-07 20:00:00,2016-10-08 08:00:00,132100,98,Minimal fire growth occurred today within previously inactive portions of the fire. Interior heavy fuels and unburnt islands continued to consume.,Mixed fuel models include brush on the slopes with above an average grass crop on ridge lines with scattered pockets of timber.  ,,"EVACUATION ORDERS HAVE BEEN DOWNGRADED TO A WARNING IN EFFECT FOR:
Tassajara Rd from Chews Ridge south to the end of the road at Tassajara Hot Springs.

The Monterey Ranger District remains closed.

HEALTH CONCERN:

Air Quality: 
Air quality was generally","Conditions at 0600 Sat:  Clear. RH lowered to 5-15% over ridges throughout the night, but increased to around 50% in valleys. Down-drainage winds 4 to 7 mph, except N-NE winds increased 8-12 mph gusting 15-20 mph over ridges. Winds kept warmer lows, aroun",A warming and drying trend will continue to support conditions conducive to fire spread. Unburnt fuels will continue to consume where available.,A warming and drying trend will continue to support conditions conducive to fire spread. Unburnt fuels will continue to consume where available. ,Fire behavior is expected to moderate as containment continues to be successful and interior fuels burn down.,No significant fire growth is expected.,No significant fire growth is expected. ,,,,,,Timing out resources will need to be replaced and maintained to support incident needs and objectives. ,,,,,,,252500000,Type 2 Incident,Chaparral (6 feet),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,20.0,1.0,1.0,82.0,6.0,60.0,3.0,40.5,2.0,42.0,2.0,13.0,7.0,4.0,1.0,3.0,1.0,57.0,11.0,,,,,4.25,1.25,,,,,30.0,3.0,31.0,2.5,8.0,1.0,,,,,,,27.2,0.0,1.0,1.0,29.0,28.0,4.0,2.0,2.0,1.0,,,,,,,0.0,1.0,1.0,11.0,,,,,,,,Y,,,100.0
4337726,4327598,2016-10-09 20:00:00,2016-10-10 20:00:00,132127,99,Minimal fire growth occurred today within previously inactive portions of the fire. Interior heavy fuels and unburnt islands continued to hold heat. ,Mixed fuel models include brush on the slopes with above an average grass crop on ridge lines with scattered pockets of timber.  ,,"The Monterey Ranger District remains closed.

HEALTH CONCERN:
Air quality was good across the area yesterday. ","Conditions at 1500 Mon:  Partly Cloudy.  Max temperatures 80s valleys, 70s ridges.  Min RH 15-25%.  Ridgetop winds SE 8-15 mph with gusts to 25 mph, becoming SW in the afternoon. Otherwise up-canyon winds 5-10 mph with gusts to 20 mph, tending a bit more ",A cooling and moistening weather pattern trend will continue to support low to moderate fire behavior potential. Unburnt fuels will continue to consume where available.,Fire behavior is expected to diminish as containment continues to be successful and interior fuels burn down.,Fire behavior is expected to diminish as containment continues to be successful and interior fuels burn down.,No significant fire growth is expected.,No significant fire growth is expected. ,"Additional containment and a favorable weather pattern that is more typical has considerably reduced the threat to watersheds, habitat for the endangered California Condor, Marbled Murrelet, California Tiger Salamander and the Red Legged Frog. ",,,,,,,,,,,,256400000,Type 2 Incident,Chaparral (6 feet),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,0.0,1.0,1.0,68.0,5.0,60.0,3.0,40.5,2.0,42.0,2.0,11.0,6.0,4.0,1.0,3.0,1.0,37.0,7.0,,,,,3.0,1.0,,,,,20.0,2.0,59.0,4.0,8.0,1.0,,,,,,,23.8,0.0,1.0,1.0,29.0,28.0,4.0,2.0,2.0,1.0,,,,,,,0.0,1.0,0.0,11.0,,,,,,,,,,,100.0
4334606,4327598,2016-09-09 20:00:00,2016-09-10 08:00:00,103847,60,"Prepared resources for the impact of the Best Buddies Challenge Bike Ride (~2,000 riders) taking place along the Carmel Valley Road and Highway 1 on Saturday 9/10/2016. 

High pressure is established over the fire area bringing moderate southwest winds an","Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber.  ",,"Evacuation orders remain in effect for Coast Ridge Road from 1.5 miles above the Ventana Inn to the end of Coast Ridge Road at Marble Peak, and roads that leave from Coast Ridge Road.
Evacuation warnings remain in effect for the Big-Sur South Coast Center","The approach of an upper level disturbance from the south will bring increasing instability this afternoon and into Saturday night.  Temperatures and humidity today will not be very different from the last couple days, but with the increasing instability,",Look for fire activity in Pick Creek to increase within black lines early in the period.  Spread down Lost Valley Creek possible with down-canyon winds tonight.  ,"Forecast instability, without significant winds, has the most potential to enhance fire behavior on slopes when smoke lifts.  North Fork of the Big Sur has considerable potential with southwest slopes and active fire below. ",Spread up and down the Lost Valley Creek and into Higgins creek possible. North Fork of the Big Sur will remain active. Fire in Pick Creek and potentially Higgins Creek from burnout operations could produce significant spread.  ,,,,,,,Multiple values are at risk to the south and east. ,,,,,,,,188497162,Type 1 Incident,Chaparral (6 feet),,,,,,,,,,,,,,,,1.5,1.0,136.0,11.0,55.0,2.75,29.75,1.5,17.0,1.0,5.0,4.0,4.0,1.0,,,25.333333333333332,5.166666666666667,,,,,17.666666666666668,5.333333333333333,,,,,4.0,3.5,20.5,3.0,7.0,2.0,2.0,2.0,,,,,32.84615384615385,0.0,4.0,2.0,22.5,21.5,3.3333333333333335,1.6666666666666667,,,10.0,0.0,,,,,0.0,1.0,0.0,6.0,,,,,,Y,,Y,,,100.0
4335212,4327598,2016-09-07 08:00:00,2016-09-07 20:00:00,101490,60,"Evacuation planning continues for additional areas south and east of Zone 12F that have not been previously identified.

BAER team completing analysis and report in preparation for transition with CalFire. 

With the high pressure, variable winds over muc","Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber.  ",,"Evacuation orders remain in effect for Coast Ridge Road from 1.5 miles above the Ventana Inn to the end of Coast Ridge Road at Marble Peak, and roads that leave from Coast Ridge Road.

Evacuation warnings remain in effect for the Big-Sur South Coast Cente","High pressure over the incident area resulted in another day of warming and drying.  Temperatures were up slightly compared to Tuesday, inland valleys reaching the upper 90s. Temperatures near the immediate coast were generally unchanged with highs in the",Expect active perimeter to continue finding upslope/up-valley runs where smoke doesn't shade fire behavior.  There is potential for downslope/down-valley spread episodes where fire has favorable fuels. ,"On Thursday, smoke and cooler temps may impact spread potential.  However, look for additional spread north and east out of the Zigzag Creek toward Willow Creek and the slopes above the Arroyo Seco River. Also new growth in the North Fork of the Big Sur R",Terrain winds under N-NE flow suggests spread on aligned slopes and up-valley. ,Terrain winds under N-NE flow suggests spread on aligned slopes and up-valley. ,,,,,,Multiple values are at risk to the south and east. ,,,,,,,,183893870,Type 1 Incident,Chaparral (6 feet),0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,400.0,1.5,1.0,110.0,9.0,91.5,4.5,32.666666666666664,1.6666666666666667,18.5,1.0,5.0,4.0,4.0,1.0,,,68.0,16.0,,,,,23.0,7.4,,,,,3.5,3.0,5.5,3.0,4.0,2.0,2.0,2.0,,,,,32.84615384615385,0.0,4.0,2.0,20.0,19.0,3.3333333333333335,1.6666666666666667,,,10.0,0.0,,,,,0.0,1.0,0.0,6.0,,,,,,,,,,,100.0
4336500,4327598,2016-08-28 08:00:00,2016-08-28 20:00:00,91802,60,"Heavy smoke over much of the open fireline discouraged active spread.  Where intense heat exists, activity did not threaten indirect firelines. 

Reviewed M.A.P.s and made recommendations for updates to the WFDSS Decision document. 
Also met with local re","Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber. Some areas of the fire have fuels that are 70-90 years old. ",,"Evacuation orders remain in effect for Coast Ridge Road from 1.5 miles above the Ventana Inn to the end of Coast Ridge Road at Marble Peak, and roads that leave from Coast Ridge Road.

An evacuation warning was issued effective 1800 on August 28th for a s",Marine layer is around 2000 feet this afternoon with warm and dry conditions continuing above the inversion layer.  Southwest winds this evening will gradually turn West to Northwest overnight but remain light.  An overnight drying trend is forecast as hi,The fire will continue to back into the Carmel drainage and may cross it in additional places. It will continue to flank around and past Miller Mountain. Fire will flank up the sides of the North and South Forks of the Big Sur drainage as it moves south. ,Fire continues to spread slowly south and southeast from the head of the South Fork Sur River below indirect control lines.  Interior unburned pocket near double cone continues to burn actively though it poses little threat to control lines.  Lingering he,,,"Fire will continue to move south, being mostly terrain and fuel driven except at the tops of ridges.",,,,,,4 T1HC,,,,,,,,Type 1 Incident,Chaparral (6 feet),,,,,,,,,,,,,,,,1.5,1.0,89.0,8.0,37.0,2.0,29.5,1.5,43.8,2.2,8.0,6.0,4.0,1.0,,,46.333333333333336,10.666666666666666,,,,,21.5,7.25,,,,,2.0,1.5,21.0,3.5,6.0,3.0,4.5,4.0,,,,,34.45454545454545,0.0,4.0,2.0,10.0,9.5,3.5,2.0,,,10.0,0.0,,,,,0.0,1.0,0.0,4.0,,,,,,Y,,Y,,,100.0
4337158,4327598,2016-10-08 08:00:00,2016-10-08 20:00:00,132100,98,Minimal fire growth occurred today within previously inactive portions of the fire. Interior heavy fuels and unburnt islands continued to consume.,Mixed fuel models include brush on the slopes with above an average grass crop on ridge lines with scattered pockets of timber.  ,,"EVACUATION ORDERS HAVE BEEN DOWNGRADED TO A WARNING IN EFFECT FOR:
Tassajara Rd from Chews Ridge south to the end of the road at Tassajara Hot Springs.

The Monterey Ranger District remains closed.

HEALTH CONCERN:

Air Quality: 
Air quality was generally","Conditions at 1500 Sat:  Sunny. Warm and very dry.  Max Temperatures 87-95 valleys and 78-86 ridges.  Min RH 6-12% throughout the fire.  Early morning E winds 5-10 mph shifted to W-SW 5-10 mph with gusts to 20 mph around 1000 hours.

Outlook for Sat night",A warming and drying trend will continue to support conditions conducive to fire spread. Unburnt fuels will continue to consume where available.,A warming and drying trend will continue to support conditions conducive to fire spread. Unburnt fuels will continue to consume where available. ,Fire behavior is expected to moderate as containment continues to be successful and interior fuels burn down.,No significant fire growth is expected.,No significant fire growth is expected. ,,,,,,Timing out resources will need to be replaced and maintained to support incident needs and objectives. ,,,,,,,254000000,Type 2 Incident,Chaparral (6 feet),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,20.0,1.0,1.0,69.0,5.0,60.0,3.0,40.5,2.0,42.0,2.0,11.0,6.0,4.0,1.0,3.0,1.0,57.0,11.0,,,,,4.25,1.25,,,,,30.0,3.0,31.0,2.5,8.0,1.0,,,,,,,26.0,0.0,1.0,1.0,29.0,28.0,4.0,2.0,2.0,1.0,,,,,,,0.0,1.0,0.0,11.0,,,,,,,,Y,,,100.0
4337767,4327598,2016-10-04 20:00:00,2016-10-05 08:00:00,132092,96,Minimal fire growth occurred today. Interior heavy fuels and unburnt islands continued to consume. ,Mixed fuel models include brush on the slopes with above an average grass crop on ridge lines with scattered pockets of timber.  ,,"EVACUATION ORDERS HAVE BEEN DOWNGRADED TO A WARNING IN EFFECT FOR:
Tassajara Rd from Chews Ridge south to the end of the road at Tassajara Hot Springs.

The Monterey Ranger District remains closed.

HEALTH CONCERN:

Air Quality: 
Air quality was generally","Conditions at 0600 Wed:  Mostly cloudy on northern portion of fire with high humidity, otherwise lowered to 20-30% over ridges and increased to 50-70% in valleys. Down-drainage winds 4 to 7 mph, except N-NE winds increased 10-15 mph gusting 18-23 mph over",High winds may influence fire activity where in alignment with terrain but should be short lived due to increasing humidity and fuel moisture. Minimal fire growth is expected.,Fire behavior is expected to continue to moderate as containment continues to be successful and interior fuels burn down. ,No significant fire growth is expected.,No significant fire growth is expected.,No significant fire growth is expected. ,"The risk to power infrastructure, residences, commerce, tourism, and archaeological sites is limited to the Arroyo Seco, Church Ranch, and Tassajara areas.  Favorable weather has considerably reduced the threat to watersheds, habitat for the endangered Ca",,,,,,,,,,,,,Type 2 Incident,Chaparral (6 feet),0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,30.0,1.0,1.0,81.0,6.0,92.0,4.5,80.0,5.5,,,13.0,7.0,4.0,1.0,3.0,1.0,25.666666666666668,5.333333333333333,6.0,1.0,,,4.0,1.25,,,,,40.0,4.0,41.0,3.0,10.0,1.5,,,,,,,29.6,0.0,1.0,1.0,29.0,28.0,6.0,3.0,2.0,1.0,,,,,,,0.0,1.0,0.0,9.0,,,,,,,,Y,,,100.0
4335649,4327598,2016-09-04 20:00:00,2016-09-05 08:00:00,100428,60,"Fire burning actively in several locations during the burn period today, with wind and terrain alignments encouraging spread through shrub and heavier understory fuels. Fire now burning actively in Pick Creek and Zig Zag Creek, as well as above Higgins Cr","Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber.  ",,"Evacuation orders remain in effect for Coast Ridge Road from 1.5 miles above the Ventana Inn to the end of Coast Ridge Road at Marble Peak, and roads that leave from Coast Ridge Road.

Evacuation warnings remain in effect for a small section of Monterey C","Winds will be lighter today. While generally from north to northeast, terrain-driven effects will complicate things. Wind direction at ridges will battle back-and-forth from competing sunlit slopes below.  Branches VII and VIII will briefly go southwest l","Anticipate updrainage/upslope spread in unburned fuels above the head of Willow Creek .  Anticipate fire in Pick Creek finding opportunities for slope reversals to heavier fuels on the north aspects on Monday, potentially producing runs to the coast ridge","Early in the evening period, activity in Branch VII and VIII will continue with movement continuing in Zigzag Creek, Pick Creek, and Higgins Creek with the terrain above them. Significant movement should diminish overnight.",,Anticipate similar fire behavior with similar conditions.,"Fire will continue to move south, being mostly terrain and fuel driven except at the tops of ridges.",,,,,Multiple values are at risk to the south and east. ,,,,,,,,,Type 1 Incident,Chaparral (6 feet),0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,400.0,1.5,1.0,100.0,8.0,91.5,4.5,32.666666666666664,1.6666666666666667,20.0,1.0,4.0,3.0,4.0,1.0,,,44.666666666666664,10.666666666666666,,,,,22.0,7.25,,,,,2.5,2.0,21.0,3.5,6.0,2.0,2.0,2.0,,,,,29.923076923076923,0.0,4.0,2.0,16.0,15.5,3.3333333333333335,1.6666666666666667,,,10.0,0.0,,,,,0.0,1.0,0.0,6.0,,,,,,Y,,Y,,,100.0
